Building Name,Building Address,address_info,latitude,longitude
PARKWAY PARADE,"80 MARINE PARADE ROAD, SINGAPORE 449269","[{'address_components': [{'long_name': '80', 'short_name': '80', 'types': ['street_number']}, {'long_name': 'Marine Parade Road', 'short_name': 'Marine Parade Rd', 'types': ['route']}, {'long_name': 'Marine Parade', 'short_name': 'Marine Parade', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '449269', 'short_name': '449269', 'types': ['postal_code']}], 'formatted_address': '80 Marine Parade Rd, Singapore 449269', 'geometry': {'bounds': {'northeast': {'lat': 1.3022498, 'lng': 103.9062203}, 'southwest': {'lat': 1.300469, 'lng': 103.9043605}}, 'location': {'lat': 1.3014702, 'lng': 103.9051552}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.302708380291502, 'lng': 103.9066393802915}, 'southwest': {'lat': 1.300010419708498, 'lng': 103.9039414197085}}}, 'place_id': 'ChIJ5Rypo3EY2jEREniH1THAlVQ', 'types': ['premise']}]",1.3014702,103.9051552
THE CAPITOL KEMPINSKI HOTEL SINGAPORE,"15 STAMFORD ROAD, SINGAPORE 178906","[{'address_components': [{'long_name': '15', 'short_name': '15', 'types': ['street_number']}, {'long_name': 'Stamford Road', 'short_name': 'Stamford Rd', 'types': ['route']}, {'long_name': 'Downtown Core', 'short_name': 'Downtown Core', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '178906', 'short_name': '178906', 'types': ['postal_code']}], 'formatted_address': '15 Stamford Rd, Singapore 178906', 'geometry': {'bounds': {'northeast': {'lat': 1.2937723, 'lng': 103.8516424}, 'southwest': {'lat': 1.2936675, 'lng': 103.8515492}}, 'location': {'lat': 1.293717, 'lng': 103.851596}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.295009980291502, 'lng': 103.8530602302915}, 'southwest': {'lat': 1.292312019708498, 'lng': 103.8503622697085}}}, 'place_id': 'ChIJJ7Nhp6YZ2jER8oSkEC7gdV0', 'types': ['subpremise']}]",1.293717,103.851596
THE KINGSMEN EXPERIENCE,"22 CHANGI BUSINESS PARK CENTRAL 2, SINGAPORE486032","[{'address_components': [{'long_name': '22', 'short_name': '22', 'types': ['street_number']}, {'long_name': 'Changi Business Park Central 2', 'short_name': 'Changi Business Park Central 2', 'types': ['route']}, {'long_name': 'Tampines', 'short_name': 'Tampines', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '486032', 'short_name': '486032', 'types': ['postal_code']}], 'formatted_address': '22 Changi Business Park Central 2, Singapore 486032', 'geometry': {'bounds': {'northeast': {'lat': 1.3383284, 'lng': 103.9685001}, 'southwest': {'lat': 1.3376685, 'lng': 103.9676992}}, 'location': {'lat': 1.3379954, 'lng': 103.9681117}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.339347430291502, 'lng': 103.9694486302915}, 'southwest': {'lat': 1.336649469708498, 'lng': 103.9667506697085}}}, 'partial_match': True, 'place_id': 'ChIJsV0mtNs82jER1LgSAASPIT4', 'types': ['premise']}]",1.3379954,103.9681117
TWENTY ANSON,"20 ANSON ROAD, SINGAPORE 079912","[{'address_components': [{'long_name': '20', 'short_name': '20', 'types': ['street_number']}, {'long_name': 'Anson Road', 'short_name': 'Anson Rd', 'types': ['route']}, {'long_name': 'Downtown Core', 'short_name': 'Downtown Core', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '079912', 'short_name': '079912', 'types': ['postal_code']}], 'formatted_address': '20 Anson Rd, Singapore 079912', 'geometry': {'bounds': {'northeast': {'lat': 1.2755869, 'lng': 103.8459835}, 'southwest': {'lat': 1.2751474, 'lng': 103.8452291}}, 'location': {'lat': 1.2753721, 'lng': 103.8455834}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.276689680291502, 'lng': 103.8469552802915}, 'southwest': {'lat': 1.273991719708498, 'lng': 103.8442573197085}}}, 'place_id': 'ChIJLbNaWhMZ2jERTu7gCPkdzDY', 'types': ['premise']}]",1.2753721,103.8455834
RIVERSIDE POINT,"30 MERCHANT ROAD, SINGAPORE 058282","[{'address_components': [{'long_name': '30', 'short_name': '30', 'types': ['street_number']}, {'long_name': 'Merchant Road', 'short_name': 'Merchant Rd', 'types': ['route']}, {'long_name': 'Singapore River', 'short_name': 'Singapore River', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '058282', 'short_name': '058282', 'types': ['postal_code']}], 'formatted_address': '30 Merchant Rd, Singapore 058282', 'geometry': {'location': {'lat': 1.2893789, 'lng': 103.8440411}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.290648530291502, 'lng': 103.8453283802915}, 'southwest': {'lat': 1.287950569708498, 'lng': 103.8426304197085}}}, 'place_id': 'ChIJX39FI04Z2jER7NsIXQIo0yQ', 'plus_code': {'compound_code': '7RQV+QJ Singapore', 'global_code': '6PH57RQV+QJ'}, 'types': ['street_address']}]",1.2893789,103.8440411
PLUS,"20 CECIL STREET, SINGAPORE 049705","[{'address_components': [{'long_name': '20', 'short_name': '20', 'types': ['street_number']}, {'long_name': 'Cecil Street', 'short_name': 'Cecil St', 'types': ['route']}, {'long_name': 'Downtown Core', 'short_name': 'Downtown Core', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '049705', 'short_name': '049705', 'types': ['postal_code']}], 'formatted_address': '20 Cecil St, Singapore 049705', 'geometry': {'bounds': {'northeast': {'lat': 1.2831107, 'lng': 103.8506417}, 'southwest': {'lat': 1.2827106, 'lng': 103.8502659}}, 'location': {'lat': 1.282984, 'lng': 103.8505203}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.284366380291502, 'lng': 103.8516782302915}, 'southwest': {'lat': 1.281668419708498, 'lng': 103.8489802697085}}}, 'place_id': 'ChIJ51TOyQ0Z2jERds6VxTF7kJw', 'types': ['premise']}]",1.282984,103.8505203
TAMAN JURONG SHOPPING CENTRE,"399 YUNG SHENG ROAD, SINGAPORE 610399","[{'address_components': [{'long_name': '399', 'short_name': '399', 'types': ['street_number']}, {'long_name': 'Yung Sheng Road', 'short_name': 'Yung Sheng Rd', 'types': ['route']}, {'long_name': 'Jurong West', 'short_name': 'Jurong West', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '610399', 'short_name': '610399', 'types': ['postal_code']}], 'formatted_address': '399 Yung Sheng Rd, Singapore 610399', 'geometry': {'bounds': {'northeast': {'lat': 1.3354504, 'lng': 103.7211411}, 'southwest': {'lat': 1.3342467, 'lng': 103.7197828}}, 'location': {'lat': 1.3345709, 'lng': 103.72059}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.336197530291502, 'lng': 103.7218742302915}, 'southwest': {'lat': 1.333499569708498, 'lng': 103.7191762697085}}}, 'place_id': 'ChIJ14RQA_sP2jER1sIZKlS-U90', 'types': ['premise']}]",1.3345709,103.72059
SENTOSA DEVELOPMENT CORPORATION OFFICE,"39 ARTILLERY AVENUE, SINGAPORE 099958","[{'address_components': [{'long_name': '39', 'short_name': '39', 'types': ['street_number']}, {'long_name': 'Artillery Avenue', 'short_name': 'Artillery Ave', 'types': ['route']}, {'long_name': 'Southern Islands', 'short_name': 'Southern Islands', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '099958', 'short_name': '099958', 'types': ['postal_code']}], 'formatted_address': '39 Artillery Ave, Singapore 099958', 'geometry': {'bounds': {'northeast': {'lat': 1.2507391, 'lng': 103.8275972}, 'southwest': {'lat': 1.2502795, 'lng': 103.8271605}}, 'location': {'lat': 1.2505522, 'lng': 103.8273773}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.251858280291502, 'lng': 103.8287278302915}, 'southwest': {'lat': 1.249160319708498, 'lng': 103.8260298697085}}}, 'place_id': 'ChIJQ_4UYKse2jER-mrigbOgXks', 'types': ['premise']}]",1.2505522,103.8273773
ERA APAC CENTRE,"450 LORONG 6 TOA PAYOH, SINGAPORE 319394","[{'address_components': [{'long_name': 'ERA APAC Centre', 'short_name': 'ERA APAC Centre', 'types': ['premise']}, {'long_name': '450', 'short_name': '450', 'types': ['street_number']}, {'long_name': 'Lorong 6 Toa Payoh', 'short_name': 'Lor 6 Toa Payoh', 'types': ['route']}, {'long_name': 'Toa Payoh', 'short_name': 'Toa Payoh', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapura', 'short_name': 'Singapura', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '319394', 'short_name': '319394', 'types': ['postal_code']}], 'formatted_address': '450 Lor 6 Toa Payoh, ERA APAC Centre, Singapore 319394', 'geometry': {'bounds': {'northeast': {'lat': 1.331823, 'lng': 103.8495952}, 'southwest': {'lat': 1.3315453, 'lng': 103.8491831}}, 'location': {'lat': 1.3317097, 'lng': 103.8494335}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.332868530291502, 'lng': 103.8507381302915}, 'southwest': {'lat': 1.330170569708498, 'lng': 103.8480401697085}}}, 'place_id': 'ChIJrbnktmYX2jERSilHu-HZybQ', 'types': ['premise']}]",1.3317097,103.8494335
CAUSEWAY POINT,"1 WOODLANDS SQUARE, SINGAPORE 738099","[{'address_components': [{'long_name': '1', 'short_name': '1', 'types': ['street_number']}, {'long_name': 'Woodlands Square', 'short_name': 'Woodlands Square', 'types': ['route']}, {'long_name': 'Woodlands', 'short_name': 'Woodlands', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '738099', 'short_name': '738099', 'types': ['postal_code']}], 'formatted_address': '1 Woodlands Square, Singapore 738099', 'geometry': {'bounds': {'northeast': {'lat': 1.4366008, 'lng': 103.7868072}, 'southwest': {'lat': 1.4355295, 'lng': 103.7852156}}, 'location': {'lat': 1.4360933, 'lng': 103.7859471}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.437414130291502, 'lng': 103.7873603802915}, 'southwest': {'lat': 1.434716169708498, 'lng': 103.7846624197085}}}, 'place_id': 'ChIJF0SWl6gT2jERHdq9E8BbtQA', 'types': ['premise']}]",1.4360933,103.7859471
GREAT EASTERN @ CHANGI,"200 CHANGI ROAD, SINGAPORE 419734","[{'address_components': [{'long_name': '200', 'short_name': '200', 'types': ['street_number']}, {'long_name': 'Changi Road', 'short_name': 'Changi Rd', 'types': ['route']}, {'long_name': 'Geylang', 'short_name': 'Geylang', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '419734', 'short_name': '419734', 'types': ['postal_code']}], 'formatted_address': '200 Changi Rd, Singapore 419734', 'geometry': {'bounds': {'northeast': {'lat': 1.317153, 'lng': 103.9038095}, 'southwest': {'lat': 1.3166645, 'lng': 103.9033104}}, 'location': {'lat': 1.3169074, 'lng': 103.9035571}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.318339530291502, 'lng': 103.9048807302915}, 'southwest': {'lat': 1.315641569708498, 'lng': 103.9021827697085}}}, 'place_id': 'ChIJ0WUiWAUY2jERRHTpcmzcnik', 'types': ['premise']}]",1.3169074,103.9035571
GREAT EASTERN HOUSE,"49 BEACH ROAD, SINGAPORE 189685","[{'address_components': [{'long_name': '49', 'short_name': '49', 'types': ['street_number']}, {'long_name': 'Beach Road', 'short_name': 'Beach Rd', 'types': ['route']}, {'long_name': 'Downtown Core', 'short_name': 'Downtown Core', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '189685', 'short_name': '189685', 'types': ['postal_code']}], 'formatted_address': '49 Beach Rd, Singapore 189685', 'geometry': {'location': {'lat': 1.2965949, 'lng': 103.8560128}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.297868180291502, 'lng': 103.8574764802915}, 'southwest': {'lat': 1.295170219708498, 'lng': 103.8547785197085}}}, 'place_id': 'ChIJHf45fKUZ2jER562h47qUzwE', 'plus_code': {'compound_code': '7VW4+JC Singapore', 'global_code': '6PH57VW4+JC'}, 'types': ['street_address']}]",1.2965949,103.8560128
WEST MALL,"1 BUKIT BATOK CENTRAL LINK, SINGAPORE 658713","[{'address_components': [{'long_name': '1', 'short_name': '1', 'types': ['street_number']}, {'long_name': 'Bt Batok Central', 'short_name': 'Bt Batok Central', 'types': ['route']}, {'long_name': 'Bukit Batok', 'short_name': 'Bukit Batok', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '658713', 'short_name': '658713', 'types': ['postal_code']}], 'formatted_address': '1 Bt Batok Central, Singapore 658713', 'geometry': {'bounds': {'northeast': {'lat': 1.35056, 'lng': 103.7496032}, 'southwest': {'lat': 1.34957, 'lng': 103.7489028}}, 'location': {'lat': 1.3500111, 'lng': 103.7492852}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.351413980291502, 'lng': 103.7507366302915}, 'southwest': {'lat': 1.348716019708498, 'lng': 103.7480386697085}}}, 'place_id': 'ChIJXXkXKD8Q2jERm9DhiZJYk-4', 'types': ['premise']}]",1.3500111,103.7492852
ROYAL ONE PHILLIP,"1 PHILLIP STREET, SINGAPORE 048692","[{'address_components': [{'long_name': '1', 'short_name': '1', 'types': ['street_number']}, {'long_name': 'Phillip Street', 'short_name': 'Phillip St', 'types': ['route']}, {'long_name': 'Downtown Core', 'short_name': 'Downtown Core', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '048692', 'short_name': '048692', 'types': ['postal_code']}], 'formatted_address': '1 Phillip St, Singapore 048692', 'geometry': {'bounds': {'northeast': {'lat': 1.2850741, 'lng': 103.8501325}, 'southwest': {'lat': 1.2845643, 'lng': 103.8498441}}, 'location': {'lat': 1.2849791, 'lng': 103.8500505}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.286168180291502, 'lng': 103.8513236302915}, 'southwest': {'lat': 1.283470219708498, 'lng': 103.8486256697085}}}, 'place_id': 'ChIJsZQc5QsZ2jERfyzuPDvlMLk', 'types': ['premise']}]",1.2849791,103.8500505
ROYAL GROUP BUILDING,"3 PHILLIP STREET, SINGAPORE 048693","[{'address_components': [{'long_name': '3', 'short_name': '3', 'types': ['street_number']}, {'long_name': 'Phillip Street', 'short_name': 'Phillip St', 'types': ['route']}, {'long_name': 'Downtown Core', 'short_name': 'Downtown Core', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '048693', 'short_name': '048693', 'types': ['postal_code']}], 'formatted_address': '3 Phillip St, Singapore 048693', 'geometry': {'location': {'lat': 1.2847285, 'lng': 103.849952}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.286096380291502, 'lng': 103.8512340302915}, 'southwest': {'lat': 1.283398419708498, 'lng': 103.8485360697085}}}, 'place_id': 'ChIJK__p0dsZ2jERrhRlr9FnT0M', 'plus_code': {'compound_code': '7RMX+VX Singapore', 'global_code': '6PH57RMX+VX'}, 'types': ['street_address']}]",1.2847285,103.849952
BANGKOK BANK BUILDING,"180 CECIL STREET, SINGAPORE 069546","[{'address_components': [{'long_name': 'Bangkok Bank Building', 'short_name': 'Bangkok Bank Building', 'types': ['premise']}, {'long_name': '180', 'short_name': '180', 'types': ['street_number']}, {'long_name': 'Cecil Street', 'short_name': 'Cecil St', 'types': ['route']}, {'long_name': 'Downtown Core', 'short_name': 'Downtown Core', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '069546', 'short_name': '069546', 'types': ['postal_code']}], 'formatted_address': '180 Cecil St, Bangkok Bank Building, Singapore 069546', 'geometry': {'bounds': {'northeast': {'lat': 1.2794684, 'lng': 103.8479578}, 'southwest': {'lat': 1.2790323, 'lng': 103.8474829}}, 'location': {'lat': 1.2792514, 'lng': 103.8477784}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.280599330291502, 'lng': 103.8490709302915}, 'southwest': {'lat': 1.277901369708498, 'lng': 103.8463729697085}}}, 'place_id': 'ChIJz1OLhxIZ2jERjOeRmkblROY', 'types': ['premise']}]",1.2792514,103.8477784
ORCHARD GATEWAY @ EMERALD,"218 ORCHARD ROAD, SINGAPORE 238851","[{'address_components': [{'long_name': '218', 'short_name': '218', 'types': ['street_number']}, {'long_name': 'Orchard Road', 'short_name': 'Orchard Rd', 'types': ['route']}, {'long_name': 'Orchard', 'short_name': 'Orchard', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '238851', 'short_name': '238851', 'types': ['postal_code']}], 'formatted_address': '218 Orchard Rd, Singapore 238851', 'geometry': {'location': {'lat': 1.301615, 'lng': 103.838784}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.302845880291502, 'lng': 103.8400843802915}, 'southwest': {'lat': 1.300147919708498, 'lng': 103.8373864197085}}}, 'place_id': 'ChIJUx-9M5EZ2jERb9BOwWIAJ5I', 'plus_code': {'compound_code': '8R2Q+JG Singapore', 'global_code': '6PH58R2Q+JG'}, 'types': ['street_address']}]",1.301615,103.838784
223 @ MOUNTBATTEN,"223 MOUNTBATTEN ROAD, SINGAPORE 398008","[{'address_components': [{'long_name': '223', 'short_name': '223', 'types': ['street_number']}, {'long_name': 'Mountbatten Road', 'short_name': 'Mountbatten Rd', 'types': ['route']}, {'long_name': 'Geylang', 'short_name': 'Geylang', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '398008', 'short_name': '398008', 'types': ['postal_code']}], 'formatted_address': '223 Mountbatten Rd, Singapore 398008', 'geometry': {'location': {'lat': 1.3078367, 'lng': 103.8797375}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.309090980291502, 'lng': 103.8812510302915}, 'southwest': {'lat': 1.306393019708498, 'lng': 103.8785530697085}}}, 'place_id': 'ChIJ7YeXATgY2jERp4iCR9ryjKo', 'types': ['subpremise']}]",1.3078367,103.8797375
KEPPEL BAY TOWER,"1 HARBOURFRONT AVENUE, SINGAPORE 098632","[{'address_components': [{'long_name': 'Keppel Bay Tower', 'short_name': 'Keppel Bay Tower', 'types': ['premise']}, {'long_name': '1', 'short_name': '1', 'types': ['street_number']}, {'long_name': 'HarbourFront Avenue', 'short_name': 'HarbourFront Ave', 'types': ['route']}, {'long_name': 'Bukit Merah', 'short_name': 'Bukit Merah', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '098632', 'short_name': '098632', 'types': ['postal_code']}], 'formatted_address': '1 HarbourFront Ave, Keppel Bay Tower, Singapore 098632', 'geometry': {'bounds': {'northeast': {'lat': 1.265309, 'lng': 103.8185926}, 'southwest': {'lat': 1.2644581, 'lng': 103.8177821}}, 'location': {'lat': 1.2648866, 'lng': 103.8182751}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.266232530291502, 'lng': 103.8195363302915}, 'southwest': {'lat': 1.263534569708498, 'lng': 103.8168383697085}}}, 'place_id': 'ChIJ5T_7teMb2jERR4Ix-oOaMpM', 'types': ['premise']}]",1.2648866,103.8182751
OUR TAMPINES HUB,"1 TAMPINES WALK, SINGAPORE 528523","[{'address_components': [{'long_name': '1', 'short_name': '1', 'types': ['street_number']}, {'long_name': 'Tampines Walk', 'short_name': 'Tampines Walk', 'types': ['route']}, {'long_name': 'Tampines', 'short_name': 'Tampines', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '528523', 'short_name': '528523', 'types': ['postal_code']}], 'formatted_address': '1 Tampines Walk, Singapore 528523', 'geometry': {'bounds': {'northeast': {'lat': 1.3529157, 'lng': 103.9398818}, 'southwest': {'lat': 1.3526486, 'lng': 103.93937}}, 'location': {'lat': 1.3528162, 'lng': 103.9396416}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.354156780291502, 'lng': 103.9409748802915}, 'southwest': {'lat': 1.351458819708498, 'lng': 103.9382769197085}}}, 'place_id': 'ChIJt2gH7RI92jERTXuXtAvRHlw', 'types': ['premise']}]",1.3528162,103.9396416
JUNCTION 10,"1 WOODLANDS ROAD, SINGAPORE 677899","[{'address_components': [{'long_name': '1', 'short_name': '1', 'types': ['street_number']}, {'long_name': 'Woodlands Road', 'short_name': 'Woodlands Rd', 'types': ['route']}, {'long_name': 'Choa Chu Kang', 'short_name': 'Choa Chu Kang', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '677899', 'short_name': '677899', 'types': ['postal_code']}], 'formatted_address': '1 Woodlands Rd, Singapore 677899', 'geometry': {'location': {'lat': 1.3801217, 'lng': 103.7603527}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.381571730291502, 'lng': 103.7619068802915}, 'southwest': {'lat': 1.378873769708498, 'lng': 103.7592089197085}}}, 'place_id': 'ChIJ5XPpW7wR2jERVSxUsHj6Tmc', 'types': ['subpremise']}]",1.3801217,103.7603527
MYVILLAGE AT SERANGOON GARDEN,"1 MAJU AVENUE, SINGAPORE 556679","[{'address_components': [{'long_name': '1', 'short_name': '1', 'types': ['street_number']}, {'long_name': 'Maju Avenue', 'short_name': 'Maju Ave', 'types': ['route']}, {'long_name': 'Serangoon', 'short_name': 'Serangoon', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '556679', 'short_name': '556679', 'types': ['postal_code']}], 'formatted_address': '1 Maju Ave, Singapore 556679', 'geometry': {'bounds': {'northeast': {'lat': 1.3654788, 'lng': 103.8654677}, 'southwest': {'lat': 1.364841, 'lng': 103.8649013}}, 'location': {'lat': 1.3650598, 'lng': 103.8651072}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.366479430291502, 'lng': 103.8665635802915}, 'southwest': {'lat': 1.363781469708498, 'lng': 103.8638656197085}}}, 'place_id': 'ChIJ4Vxztf8W2jEROKHKcdnfW5k', 'types': ['premise']}]",1.3650598,103.8651072
WILKIE EDGE,"8 WILKIE ROAD, SINGAPORE 228095","[{'address_components': [{'long_name': '8', 'short_name': '8', 'types': ['street_number']}, {'long_name': 'Wilkie Road', 'short_name': 'Wilkie Rd', 'types': ['route']}, {'long_name': 'Rochor', 'short_name': 'Rochor', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '228095', 'short_name': '228095', 'types': ['postal_code']}], 'formatted_address': '8 Wilkie Rd, Singapore 228095', 'geometry': {'bounds': {'northeast': {'lat': 1.3027718, 'lng': 103.8499522}, 'southwest': {'lat': 1.301814, 'lng': 103.8490812}}, 'location': {'lat': 1.3022928, 'lng': 103.8497956}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.303551630291502, 'lng': 103.8508656802915}, 'southwest': {'lat': 1.300853669708498, 'lng': 103.8481677197085}}}, 'place_id': 'ChIJj7-1FrwZ2jERs-ZNyKDqUBA', 'types': ['premise']}]",1.3022928,103.8497956
ARC 380,"380 JALAN BESAR, SINGAPORE 209000","[{'address_components': [{'long_name': '380', 'short_name': '380', 'types': ['street_number']}, {'long_name': 'Jalan Besar', 'short_name': 'Jln Besar', 'types': ['route']}, {'long_name': 'Kallang', 'short_name': 'Kallang', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '209000', 'short_name': '209000', 'types': ['postal_code']}], 'formatted_address': '380 Jln Besar, Singapore 209000', 'geometry': {'bounds': {'northeast': {'lat': 1.3136623, 'lng': 103.8606771}, 'southwest': {'lat': 1.312593, 'lng': 103.8599573}}, 'location': {'lat': 1.3132397, 'lng': 103.8602688}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.314476630291502, 'lng': 103.8616661802915}, 'southwest': {'lat': 1.311778669708498, 'lng': 103.8589682197085}}}, 'place_id': 'ChIJvQdCxM4Z2jERhgIvOxpygSw', 'types': ['premise']}, {'address_components': [{'long_name': '380', 'short_name': '380', 'types': ['street_number']}, {'long_name': 'Jalan Besar', 'short_name': 'Jln Besar', 'types': ['route']}, {'long_name': 'Kallang', 'short_name': 'Kallang', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '209000', 'short_name': '209000', 'types': ['postal_code']}], 'formatted_address': '380 Jln Besar, Singapore 209000', 'geometry': {'location': {'lat': 1.31295, 'lng': 103.8600594}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.314324980291502, 'lng': 103.8612912302915}, 'southwest': {'lat': 1.311627019708498, 'lng': 103.8585932697085}}}, 'place_id': 'ChIJZSv5zaMZ2jERo3PEaocQe9E', 'plus_code': {'compound_code': '8V76+52 Singapore', 'global_code': '6PH58V76+52'}, 'types': ['establishment', 'point_of_interest', 'real_estate_agency']}]",1.3132397,103.8602688
